randomindex,X,system.index,Aridity_Index,Biome,CHELSA_Annual_Mean_Temperature,CHELSA_Annual_Precipitation,CHELSA_Isothermality,CHELSA_Max_Temperature_of_Warmest_Month,CHELSA_Mean_Diurnal_Range,CHELSA_Mean_Temperature_of_Coldest_Quarter,CHELSA_Mean_Temperature_of_Driest_Quarter,CHELSA_Mean_Temperature_of_Warmest_Quarter,CHELSA_Mean_Temperature_of_Wettest_Quarter,CHELSA_Min_Temperature_of_Coldest_Month,CHELSA_Precipitation_Seasonality,CHELSA_Precipitation_of_Coldest_Quarter,CHELSA_Precipitation_of_Driest_Month,CHELSA_Precipitation_of_Driest_Quarter,CHELSA_Precipitation_of_Warmest_Quarter,CHELSA_Precipitation_of_Wettest_Month,CHELSA_Precipitation_of_Wettest_Quarter,CHELSA_Temperature_Annual_Range,CHELSA_Temperature_Seasonality,Depth_to_Water_Table,EarthEnvCloudCover_MODCF_interannualSD,EarthEnvCloudCover_MODCF_intraannualSD,EarthEnvCloudCover_MODCF_meanannual,EarthEnvTopoMed_AspectCosine,EarthEnvTopoMed_AspectSine,EarthEnvTopoMed_Eastness,EarthEnvTopoMed_Elevation,EarthEnvTopoMed_Northness,EarthEnvTopoMed_ProfileCurvature,EarthEnvTopoMed_Roughness,EarthEnvTopoMed_Slope,Human_Development_Percentage,Human_Disturbance,LandCoverClass_Cultivated_and_Managed_Vegetation,LandCoverClass_Urban_Builtup,SG_Absolute_depth_to_bedrock,SG_Clay_Content_0_100cm,SG_Coarse_fragments_0_100cm,SG_Sand_Content_0_100cm,SG_Silt_Content_0_100cm,SG_Soil_pH_H2O_0_100cm,WDPA,WorldClim2_SolarRadiation_AnnualMean,WorldClim2_WindSpeed_AnnualMean,cropland,grazing,index,info_coverage,leaf_habit,no_plots,pasture,rangeland,year,.geo,longitude,latitude
4959,4959,000000000000000019e2_0,1270,Xeric shrublands,181.09505,265.98285,360.4505,351.51913,121.185646,76.869644,210.47838,279.67358,271.45236,15.3130665,66.723236,63.04934,5,16,109.000046,52.01647,154.03296,336.2061,7478.4478,12.691283,951,651,2471,-0.027581125,0.7284725,0.34522212,1280,-0.000428695,1.03E-05,6,0.51069903,0,0.045745566,0,0,72468.15,29.564846,4.481732,47.526554,22.676237,81.49764,0,19644.584,3.3166666,0.8255259,44.53409,0,1,15.15151978,1,0,44.53409,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-108.84583333333333,32.354166666666664]}",-108.8458333,32.35416667
4960,4960,00000000000000001ada_0,1029,Xeric shrublands,182.3312,221.86662,347.43292,355.67383,119.52887,71.99909,170.08513,283.63925,275.22116,11.639494,89.46493,31,4,14,113.93319,53.93345,157.8335,344.03433,7752.178,20.983809,1044,532,2691,0.11625392,0.977463,0.55334437,1207,0.058992624,4.21E-06,6,0.6276657,0,0.08806851,0,0,17523.715,21.129755,12.6364975,55.60707,23.303574,81.68136,0,19831.916,3.2833333,0,57.063454,0,1,15.15151978,1,0,57.063454,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.44583333333334,32.75416666666667]}",-106.4458333,32.75416667
4961,4961,00000000000000001d8a_0,2614,Xeric shrublands,227.15771,500.14938,354.44946,357.65134,100.83523,131.71289,131.71289,306.5221,290.2562,73.16725,42.9102,64.99944,21,64.99944,134.05017,71.01644,195.0499,284.4841,6372.498,0.05639992,1550,450,4845,0.92657745,0.37607014,0.09247643,174.5,0.31899196,5.57E-07,4,0.32860252,12,0.104593374,12,0,13.6546955,33.03162,2.7173934,39.74453,27.261723,79.039215,0,17020.666,3.3333333,10.1978655,62.961014,0,1,15.15151978,1,0,62.961014,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.9625,28.6625]}",-99.9625,28.6625
4968,4968,00000000000000001963_0,1649,Xeric shrublands,199.21465,396.95035,392.20358,360.84692,125.6228,105.02102,220.44562,289.2585,285.26962,40.54693,83.731346,80.99916,4,17.983555,199.96762,94.98381,268.95093,320.3,6914.278,39.69501,1042,1139,2700,0.67894816,-0.73318255,-0.41009963,1006,0.3688964,7.47E-06,7,0.6171547,17,0.022352748,17,0,13359.447,30.95048,18.110401,47.305782,21.768276,76.333694,0,19332.416,2.8666666,4.794061,53.24956,0,1,8.658011429,1,0,53.24956,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.37083333333334,31.729166666666664]}",-111.3708333,31.72916667
4970,4970,00000000000000001d7e_0,2638,Xeric shrublands,225.48808,555.7507,354.14148,356.4498,101.1563,129.61726,129.61726,305.32953,289.04727,70.81169,44.39143,67.90055,21.96685,67.90055,151.9337,79.96657,223.96602,285.6381,6411.644,11.807984,1430,531,4807,-0.4497226,0.69404054,0.25688186,199,-0.10800899,1.04E-05,4,0.3170056,0,0.11753297,0,0,79.45581,31.743874,3.0818362,41.90959,26.437542,76.71683,0,17016.834,3.325,3.4239702,69.253105,0,1,15.15151978,1,0,69.253105,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-100.0625,28.762500000000003]}",-100.0625,28.7625
4971,4971,00000000000000001d8f_0,2863,Xeric shrublands,218.34795,553.1356,351.22876,351.62137,101.164566,121.8126,121.8126,299.86288,281.6213,63.590965,41.7855,68.01671,22.016705,68.01671,157.0674,78.01698,220.05095,288.0304,6487.859,7.514485,1494,605,4964,0.11277224,-0.7990444,-0.52358973,254,0.049039282,-9.12E-06,8.5,0.7070681,3,0.10440566,3,0,156.64246,32.694706,3.489188,32.278996,35.047043,79.75267,0,17074.25,3.3833332,8.25435,54.06511,0,1,15.15151978,1,0,54.06511,2008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.8625,29.112500000000004]}",-99.8625,29.1125
4976,4976,000000000000000019ac_0,1927,Xeric shrublands,158.20428,323.26678,382.91718,325.05457,125.9107,59.610237,182.64006,254.28955,248.08435,-3.7651718,65.51643,72.11698,6,21,150.06624,68.03312,182.19962,328.8197,7223.061,83.49587,1105,816,2970,-0.6920134,-0.7214348,0.19726634,1560,0.15670262,-0.00029333,82,7.076894,0,0.023467997,0,0,8260.146,23.511856,28.222527,54.99451,21.499407,74.15314,0,19410.75,3.475,12.808154,47.7345,0,1,0,1,0,47.7345,2009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-109.87916666666666,32.579166666666666]}",-109.8791667,32.57916667
4991,4991,0000000000000000194e_0,1214,Xeric shrublands,215.47154,400.16827,391.43655,376.6976,126.458694,118.90942,236.18436,307.407,305.88956,53.63455,75.541435,90.03398,4.016725,18.03373,166.06685,88.017006,255.06743,323.06305,7088.2812,95.28834,968,1023,2580,-0.8399795,-0.5426136,-0.4708819,752.5,-0.7759491,-1.69E-05,15.5,1.3355999,0,0.18938749,0,0,2761.7383,26.515259,18.735909,49.40847,24.037973,76.52499,0,19584.5,2.6583333,0.6478318,55.575497,0,1,0,1,0,55.575497,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.89583333333333,31.954166666666666]}",-111.8958333,31.95416667
4992,4992,0000000000000000194f_0,815,Xeric shrublands,236.99573,211.01726,370.77997,406.51834,125.885056,131.95145,311.2689,337.78256,336.28778,67.00417,57.143833,58,3,9.000279,53,41.0167,107.0334,339.51416,7708.134,3.0104394,800,783,2050,0.7604193,-0.6441735,-0.12303947,420,0.10800899,0,3,0.15937415,0,0.25294247,0,0,8656.334,23.582443,2.2112563,45.37083,31.03426,82.36502,0,19455.166,2.7,45.743896,26.596869,0,1,0,1,0,26.596869,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-111.85416666666667,32.80416666666667]}",-111.8541667,32.80416667
4993,4993,00000000000000001a3d_0,3335,Xeric shrublands,63.091213,383.63153,308.5905,273.3286,118.43424,-54.560463,184.74742,189.3174,34.95324,-110.46234,8.555065,99.88323,25.982992,81.948975,89.948975,35.98299,103.948975,383.79095,8876.52,21.456944,1090,819,4734,0.74822503,0.4019671,-0.32792822,2108,-0.04166268,-4.21E-06,65,4.967949,37,0.071838826,37,0,1257.6726,26.765038,8.884583,34.00289,39.382275,71.58356,0,16088,2.8666668,25.16688,11.797284,0,1,1,1,11.797284,0,2011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-107.35416666666667,40.40416666666667]}",-107.3541667,40.40416667
4995,4995,00000000000000001a8c_0,1157,Xeric shrublands,176.45483,239.1838,348.73602,349.3365,119.844,66.68229,163.06607,277.79767,269.76865,5.6840215,74.44228,38.00028,5.0002794,17.033707,114.06713,50.03315,148.09972,343.65247,7736.6323,16.07099,1042,612,2542,-0.6596479,-0.75154865,-0.42585313,1333.5,-0.40229467,4.73E-07,7,0.6225637,0,0.09384505,0,0,12587.268,23.03069,7.980674,58.521263,18.4142,81.71362,0,19886.584,3.35,0,56.4501,0,1,15.15151978,1,0,56.4501,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-106.7625,32.704166666666666]}",-106.7625,32.70416667
4996,4996,00000000000000001da5_0,3152,Xeric shrublands,209.95123,653.36945,348.6831,345.60815,100.88002,113.66721,113.66721,293.02335,272.15286,56.29093,33.36605,89.10029,29.03343,89.10029,171.06746,84.03371,236.13402,289.3172,6521.6978,5.846264,1384,527,5108,-0.59637517,-0.6701717,-0.31201804,310,-0.23993519,-9.31E-06,7,0.55512893,12,0.14984226,12,0,559.0225,34.740925,8.270155,32.96727,32.28073,76.17876,0,17062.834,3.4666667,25.817654,55.87216,0,1,15.15151978,1,0,55.87216,2012,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.42916666666667,29.387500000000003]}",-99.42916667,29.3875
5001,5001,00000000000000001da8_0,2239,Xeric shrublands,236.39583,437.0835,371.8709,359.2193,100.03197,148.85402,196.87914,307.21356,288.0993,90.22283,47.914116,62,14.0167055,51.03369,112.016426,73.03341,187.06682,268.9965,5748.5044,8.399944,1522,439,4810,0.15866026,-0.7071069,-0.47881165,114.5,0.18498002,-3.01E-05,9.5,0.7668692,0,0.067661226,0,0,0,37.474556,7.121255,37.68935,24.821625,80.310776,0,16612.084,3.55,16.233038,47.780758,0,1,15.15151978,1,0,47.780758,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-99.3875,27.2125]}",-99.3875,27.2125
5002,5002,00000000000000001e03_0,3477,Xeric shrublands,221.39627,692.2665,354.6586,343.10663,94.340385,133.42473,133.729,295.3115,278.68216,77.10326,33.135708,113.0663,35,113.0663,178.0995,96.03345,252.10007,266.0034,5872.8716,6.330857,1318,484,5288,-0.8527453,0.5222479,0.3207888,94,-0.6348733,-2.03E-05,10,0.86562,13,0.106174774,13,0,756.1966,30.349014,1.2796475,45.863014,23.665535,77.67001,0,16700.334,3.5083332,4.87693,85.95748,0,1,15.15151978,1,0,85.95748,2013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-98.2625,28.245833333333337]}",-98.2625,28.24583333
5008,5008,0000000000000000192f_0,1087,Xeric shrublands,205.25975,276.11707,358.42523,383.5906,124.57888,99.65234,277.86185,311.93884,311.93884,36.017727,52.807312,79.00056,4,14,131.0666,51.016727,131.0666,347.5729,7908.1895,75.843094,1050,906,2438,-0.91914535,-0.39391866,-0.20708442,784.5,-0.41537058,-7.87E-06,5.5,0.4939922,49,0.04904018,49,0,14524.276,19.865118,8.756834,51.678993,28.459684,80.95213,0,19633.666,3.225,68.71807,11.916704,0,1,0,2,0,11.916704,2015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-113.0625,34.104166666666664]}",-113.0625,34.10416667
5012,5012,0000000000000000239d_0,7288,Flooded grasslands,233.4996,1301.0496,394.46014,304.17514,66.31235,182.98778,200.18903,274.44727,273.22842,136.06604,66.83677,129,39,119.98356,620.0493,215.03316,631.06604,168.10912,3454.3008,1.6516002,1081,785,5729,0.21955924,-0.4918378,-0.1822514,8.5,0.045655478,-4.27E-06,5,0.36198807,0,0.3149318,0,0,402.97424,8.413336,1.8230125,68.52121,23.098183,66.90745,0,17679.25,3.425,4.649837,2.633633,0,1,3.703704119,3,2.633633,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.72083333333333,26.362500000000004]}",-81.72083333,26.3625
5016,5016,000000000000000023af_0,7147,Flooded grasslands,234.14488,1331.9167,393.28088,304.04178,65.36159,184.25845,201.33527,274.68448,273.45547,137.84612,66.58055,130.98357,38.983566,119.983574,626.9498,220.98329,642.9498,166.19566,3412.4275,0.1790001,1098,953,5911,0.17251422,-0.11607006,-0.11611532,9,0.0460078,-1.57E-05,7,0.40999258,39,0.5755149,39,0,226.23036,6.2598515,1.0059636,70.48826,23.49588,59.547215,0,17563.584,3.3666668,12.690162,0.51029897,0,1,3.703704119,3,0,0.51029897,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.67083333333333,26.25416666666667]}",-81.67083333,26.25416667
5019,5019,000000000000000023bb_0,7101,Flooded grasslands,235.97101,1322.1516,382.05283,303.11978,60.978333,187.37428,204.3065,275.81427,274.42493,143.51274,66.93736,127.00056,37,116,610.10034,224.05016,632.11707,159.60706,3338.9968,0,1023,1067,5956,-0.8287465,0,0,5.5,-0.12323609,-7.22E-07,3,0.16637808,80,0.2606036,80,0,1156.6769,12.244862,4.1688595,60.0204,27.65847,61.718414,0,17501.334,3.5666666,21.401508,6.169698,0,1,12.07729496,4,6.169698,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.6125,26.0625]}",-81.6125,26.0625
5020,5020,000000000000000023c0_0,7098,Flooded grasslands,236.23483,1362.8336,379.12326,302.60815,59.75694,188.13733,204.96497,275.8245,274.38907,144.98941,66.96429,131.95013,37.983566,118.96713,622.917,233.95012,647.9167,157.61873,3306.059,1.3008019,947,1044,5711,-0.027347073,0.59637517,0.1377184,8.5,-0.000467042,-2.50E-05,3,0.2588114,17,0.1851747,17,0,162.17072,10.103322,0.6054031,67.307755,22.503874,68.155716,0,17679.334,3.6916666,0.74107397,0,0,1,3.703704119,4,0,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.57916666666667,26.00416666666667]}",-81.57916667,26.00416667
5022,5022,000000000000000023cd_0,7244,Flooded grasslands,235.15869,1366.9993,395.70413,303.76483,64.65726,186.56714,203.34825,274.58734,273.43365,140.36688,66.68713,130,38,120.01644,623.9499,237.99973,653.9663,163.39795,3316.627,1.4133999,1052,833,6019,-0.7071069,0.21932662,0.04600722,10.5,-0.16783282,2.00E-06,3,0.22718401,23,0.046648577,23,0,354.13504,10.224291,1.8367697,66.58953,23.264805,66.735275,0,17702.666,3.4166667,1.7601715,0,0,1,3.703704119,6,0,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.47083333333333,26.0625]}",-81.47083333,26.0625
5024,5024,000000000000000023d5_0,7334,Flooded grasslands,233.56644,1328.9661,412.26944,305.26385,70.6081,183.83241,200.74686,273.4123,272.2699,133.997,64.45676,130,38,121,604.96655,225.99973,631.99976,171.26686,3368.9348,0.3546001,1081,761,6064,-0.3182277,-0.27938125,-0.06081391,9,-0.061520137,-1.73E-05,3,0.23560973,0,0.04638842,0,0,595.10034,9.362913,1.9349457,66.54819,24.049053,64.778656,0,17688.916,3.0666666,12.263764,4.186188,0,1,3.703704119,2,4.186188,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.42083333333333,26.22083333333333]}",-81.42083333,26.22083333
5026,5026,000000000000000023db_0,7271,Flooded grasslands,232.77335,1338.8501,419.0376,305.54172,72.937744,182.7608,199.7511,272.627,271.48572,131.48157,62.89005,132.99944,39,124,601.9337,224.98328,628.9833,174.06013,3375.1829,1.6412013,1074,877,5915,0.68101835,0.55969197,0.23288795,12.5,0.26871738,2.03E-06,8,0.50594234,59,0.14557877,59,0,190.06317,9.388086,1.908168,67.922646,22.810413,63.3945,0,17657.584,2.9916666,33.08642,11.622087,0,1,3.502429008,4,11.622087,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.3625,26.27916666666667]}",-81.3625,26.27916667
5027,5027,000000000000000023e2_0,7204,Flooded grasslands,235.60376,1420.901,399.9908,303.9373,65.256165,187.54126,204.22635,274.55173,273.26648,140.79312,65.67059,132.98355,38.98356,125.96712,635.9507,250.99998,666.9671,163.14413,3273.2156,2.2676094,1104,645,6002,0.93391407,-0.055216383,-0.01526713,9,0.21456137,2.08E-06,4,0.23560973,0,0.0468223,0,0,172.9114,10.709953,2.2454028,66.21541,23.33826,69.57415,0,17653.75,3.5083332,0.06483952,0,0,1,3.703704119,1,0,0,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.32916666666667,26.00416666666667]}",-81.32916667,26.00416667
5031,5031,000000000000000023f5_0,7361,Flooded grasslands,232.5718,1353.2833,424.95047,305.77322,74.2468,183.22694,200.0741,271.96027,270.7971,131.05452,59.8375,138.00056,40,128.03316,584.08356,228.03314,620.0666,174.71872,3327.3733,1.8844004,1022,719,6085,0.2689182,-0.25549576,-0.031250946,15,0.07699287,2.16E-05,5.5,0.29782125,0,0.054059904,0,0,219.91328,8.685673,1.3871249,65.566605,25.892725,67.279686,0,17646.416,2.9833333,5.4018407,0.6838258,0,1,11.83766183,4,0,0.6838258,1970,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.1125,26.27916666666667]}",-81.1125,26.27916667
5039,5039,000000000000000023b8_0,7337,Flooded grasslands,233.69707,1325.0015,401.25323,304.5935,67.7816,183.5868,200.67097,274.0841,272.92126,135.66881,65.91202,131,39,121,618.0173,221.00029,637.03375,168.92471,3412.6877,0.6751965,1138,986,6035,-0.44294417,0.514226,0.061736375,9,-0.09163314,-1.89E-05,4,0.27141964,79,0.58332974,79,0,381.81073,5.1280966,1.3312945,73.38487,21.486464,59.84482,0,17572.75,3.2250001,9.39236,11.4410715,0,1,3.703704119,1,11.4410715,0,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.6125,26.27916666666667]}",-81.6125,26.27916667
5041,5041,000000000000000023c5_0,7236,Flooded grasslands,234.77678,1340.9331,394.8791,303.88385,64.98795,185.604,202.51811,274.64352,273.45273,139.30704,66.47611,129.98357,37.983566,118.96713,619.99945,228,644,164.57681,3357.4304,0.47559997,1017,934,6146,-0.57716036,-0.70710623,-0.046361405,9,-0.061677244,1.59E-06,2,0.09783207,17,0.2784188,17,0,430.99557,7.075653,3.1658747,70.55125,22.362066,64.25143,0,17552.416,3.3166666,0.4168215,5.0472345,0,1,3.703704119,3,5.0472345,0,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.5625,26.137500000000003]}",-81.5625,26.1375
5042,5042,000000000000000023cf_0,7244,Flooded grasslands,235.15869,1366.9993,395.70413,303.76483,64.65726,186.56714,203.34825,274.58734,273.43365,140.36688,66.68713,130,38,120.01644,623.9499,237.99973,653.9663,163.39795,3316.627,1.4133999,1052,833,6019,-0.7071069,0.21932662,0.04600722,10.5,-0.16783282,2.00E-06,3,0.22718401,23,0.046648577,23,0,354.13504,10.224291,1.8367697,66.58953,23.264805,66.735275,0,17702.666,3.4166667,1.7601715,0,0,1,15.62617354,2,0,0,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.47083333333333,26.0625]}",-81.47083333,26.0625
5043,5043,000000000000000023d0_0,7314,Flooded grasslands,233.92308,1350.0841,406.16858,304.43967,68.39221,184.52266,201.4087,273.61826,272.47586,136.05588,65.65477,130.01672,38.016724,120.066605,618.9838,231.98355,646.01697,168.38377,3354.8704,1.133201,1032,876,5909,-0.5604552,-0.51422536,-0.121470176,13,-0.121885344,2.79E-06,4,0.26062185,15,0.16422254,15,0,466.66306,6.628842,0.7105411,71.02506,22.035175,65.44299,0,17685,3.175,12.263764,4.186188,0,1,15.74074078,3,4.186188,0,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.4625,26.170833333333334]}",-81.4625,26.17083333
5044,5044,000000000000000023f7_0,7433,Flooded grasslands,233.2122,1402.7976,422.29187,305.42923,72.77478,184.42937,201.2016,272.29932,271.06964,133.09634,60.40263,139.99916,39.99972,129.99944,604.9155,237.96628,639.93225,172.33289,3295.7754,2.6952195,1092,741,6080,0.7261742,0.55969197,0.3110636,14,0.33863384,-9.52E-06,8,0.5988829,0,0.047645554,0,0,351.12653,10.319634,2.3083467,64.29975,25.405066,66.10294,0,17666.25,3.0333333,0,0,0,1,3.703704119,3,0,0,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.0875,26.2125]}",-81.0875,26.2125
5045,5045,00000000000000002400_0,7460,Flooded grasslands,232.34535,1397.8656,424.8691,305.2005,73.830925,183.36555,200.19429,271.594,270.32764,131.42715,58.495934,143,41,133,591.89966,231.94983,627.88293,173.77335,3308.388,4.4769616,1039,737,6173,0.28967285,0.6828058,0.19308147,20,0.09160346,-1.51E-06,9,0.508644,26,0.06530376,26,0,1274.6615,9.626511,2.6604,66.03419,24.350859,64.32924,0,17673.166,2.9916666,15.496863,1.5082036,0,1,18.29405188,1,0,1.5082036,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.02916666666667,26.27916666666667]}",-81.02916667,26.27916667
5047,5047,00000000000000002408_0,7531,Flooded grasslands,233.35403,1404.0663,421.83868,305.38535,72.358284,184.95018,201.777,272.30222,270.98795,133.85464,57.97646,143,41,134,585.9833,231.98328,624.0167,171.53072,3273.8613,0,1005,636,6113,-0.35507387,3.14E-07,1.94E-08,12,-0.046203766,2.30E-06,4,0.20937705,43,0.029486105,43,0,89.12492,10.415205,2.7635882,61.898067,27.812033,66.460205,0,17672.25,3.0166667,0.46312165,0,0,1,3.703704119,3,0,0,1980,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.94583333333334,26.245833333333337]}",-80.94583333,26.24583333
5049,5049,0000000000000000239e_0,7288,Flooded grasslands,233.4996,1301.0496,394.46014,304.17514,66.31235,182.98778,200.18903,274.44727,273.22842,136.06604,66.83677,129,39,119.98356,620.0493,215.03316,631.06604,168.10912,3454.3008,1.6516002,1081,785,5729,0.21955924,-0.4918378,-0.1822514,8.5,0.045655478,-4.27E-06,5,0.36198807,0,0.3149318,0,0,402.97424,8.413336,1.8230125,68.52121,23.098183,66.90745,0,17679.25,3.425,4.649837,2.633633,0,1,3.703704119,1,2.633633,0,1987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.72083333333333,26.362500000000004]}",-81.72083333,26.3625
5050,5050,000000000000000023d4_0,7334,Flooded grasslands,233.56644,1328.9661,412.26944,305.26385,70.6081,183.83241,200.74686,273.4123,272.2699,133.997,64.45676,130,38,121,604.96655,225.99973,631.99976,171.26686,3368.9348,0.3546001,1081,761,6064,-0.3182277,-0.27938125,-0.06081391,9,-0.061520137,-1.73E-05,3,0.23560973,0,0.04638842,0,0,595.10034,9.362913,1.9349457,66.54819,24.049053,64.778656,0,17688.916,3.0666666,12.263764,4.186188,0,1,3.703704119,1,4.186188,0,1987,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.42083333333333,26.22083333333333]}",-81.42083333,26.22083333
5051,5051,000000000000000023a6_0,7029,Flooded grasslands,235.57762,1345.2494,376.1236,302.34515,59.537014,186.893,203.78873,275.7419,274.27603,144.05406,66.97045,131.03316,37.033157,116.066315,626.10004,224.04987,644.1162,158.29108,3355.6438,3.4314313,1105,1107,5891,-0.36728144,-0.6715681,-0.15296534,12.5,-0.13264163,1.93E-05,5,0.3929238,47,0.7876271,47,0,1199.4344,9.081013,3.891753,64.33209,26.602114,61.176674,0,17530.834,3.6416667,9.024722,0,0,1,13.3333336,1,0,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.6875,26.0875]}",-81.6875,26.0875
5054,5054,000000000000000023c2_0,7134,Flooded grasslands,235.91647,1354.7671,383.881,302.90662,61.16592,187.55173,204.34302,275.5235,274.13397,143.571,66.83246,129.96684,37.966843,118.933685,619.9,231.98329,643.917,159.33559,3319.1753,0.7699952,1060,981,5978,-0.12624925,0.40930206,0.061677177,8.5,-0.015572115,-9.68E-06,4,0.25615937,25,0.06264804,25,0,311.46344,11.2726755,1.5437312,67.95671,20.937943,67.98337,0,17618.334,3.5916667,0.74107397,0,0,1,3.703704119,2,0,0,1995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.5625,26.02916666666667]}",-81.5625,26.02916667
5061,5061,000000000000000023f9_0,7427,Flooded grasslands,233.48827,1405.7345,421.77863,305.526,72.52288,184.77748,201.54018,272.55048,271.29318,133.58066,60.51574,139.91698,39.983284,129.96657,605.917,238.96684,642.8677,171.94534,3292.5098,0.27800038,1075,745,6034,0.05521545,0.42056662,0.07681605,11,0.015266944,-1.51E-05,4.5,0.24536157,0,0.111420475,0,0,456.8573,9.470565,1.6182938,64.33451,26.14159,66.16555,0,17670.5,3.0333333,0,0,0,1,16.86189112,1,0,0,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-81.07083333333334,26.204166666666666]}",-81.07083333,26.20416667
5062,5062,0000000000000000240d_0,7414,Flooded grasslands,236.0087,1442.0165,407.97516,304.52246,66.531334,189.11209,205.66338,274.27274,272.74927,141.44556,58.79486,141,41,138,594.99945,241.98328,631.9833,163.0769,3190.502,0,1086,613,5924,-0.6108016,-0.19646172,-0.045792297,7,-0.077052295,-1.83E-05,4,0.19566356,4,0.022348704,4,0,2228.4402,10.816385,1.5253959,57.937683,31.048187,66.136986,0,17752.416,3.1416667,0,0,0,1,3.703704119,1,0,0,2007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-80.89583333333333,26.0375]}",-80.89583333,26.0375
